# id	length	x	y	z	rot_z	rot_y	rot_x
0	0.29	0.0	3.51	0	0	0	0	
1	0.29	0.39	3.51	0	0	0	0	
2	0.29	0.78	3.51	0	0	0	0	
3	0.29	1.17	3.51	0	0	0	0	
4	0.29	1.56	3.51	0	0	0	0	
5	0.29	0.0	3.12	0	0	0	0	
6	0.29	0.39	3.12	0	0	0	0	
7	0.29	0.78	3.12	0	0	0	0	
8	0.29	1.17	3.12	0	0	0	0	
9	0.29	1.56	3.12	0	0	0	0	
10	0.29	0.0	2.73	0	0	0	0	
11	0.29	0.39	2.73	0	0	0	0	
12	0.29	0.78	2.73	0	0	0	0	
13	0.29	1.17	2.73	0	0	0	0	
14	0.29	1.56	2.73	0	0	0	0	
15	0.29	0.0	2.34	0	0	0	0	
16	0.29	0.39	2.34	0	0	0	0	
17	0.29	0.78	2.34	0	0	0	0	
18	0.29	1.17	2.34	0	0	0	0	
19	0.29	1.56	2.34	0	0	0	0	
20	0.29	0.0	1.95	0	0	0	0	
21	0.29	0.39	1.95	0	0	0	0	
22	0.29	0.78	1.95	0	0	0	0	
23	0.29	1.17	1.95	0	0	0	0	
24	0.29	1.56	1.95	0	0	0	0	
25	0.29	0.0	1.56	0	0	0	0	
26	0.29	0.39	1.56	0	0	0	0	
27	0.29	0.78	1.56	0	0	0	0	
28	0.29	1.17	1.56	0	0	0	0	
29	0.29	1.56	1.56	0	0	0	0	
30	0.29	0.0	1.17	0	0	0	0	
31	0.29	0.39	1.17	0	0	0	0	
32	0.29	0.78	1.17	0	0	0	0	
33	0.29	1.17	1.17	0	0	0	0	
34	0.29	1.56	1.17	0	0	0	0	
35	0.29	0.0	0.78	0	0	0	0	
36	0.29	0.39	0.78	0	0	0	0	
37	0.29	0.78	0.78	0	0	0	0	
38	0.29	1.17	0.78	0	0	0	0	
39	0.29	1.56	0.78	0	0	0	0	
40	0.29	0.0	0.39	0	0	0	0	
41	0.29	0.39	0.39	0	0	0	0	
42	0.29	0.78	0.39	0	0	0	0	
43	0.29	1.17	0.39	0	0	0	0	
44	0.29	1.56	0.39	0	0	0	0	
45	0.29	0.0	0.0	0	0	0	0	
46	0.29	0.39	0.0	0	0	0	0	
47	0.29	0.78	0.0	0	0	0	0	
48	0.29	1.17	0.0	0	0	0	0	
49	0.29	1.56	0.0	0	0	0	0	
